,Distance(km),Latitude,Longitude,email,fax,latitude,location,longitude,name,phone,rating,search_term,service,website
2141,,,,,,,Madagascar,,SIDEXAM,,5.0,utility,Tea manufacturer,
2142,,,,,,,,,,,,,,
2143,,,,,,,Rue Docteur Joseph Raseta Lot IVL2JD Andraharo 101 Madagascar,,TECHNIHUB,+261 20 23 692 62,4.4,utility,Electrician,technihub.mg
2144,,,,,,,,,,,,,,
2145,,,,,,,Rue du Dr. Joseph Raseta Antananarivo 101 Madagascar,,Hyundai Tana Bamada,+261 20 23 219 64,,utility,Car repair and maintenance,
2146,,,,,,,,,,,,,,
2147,,,,,,,PK8 route d'Ambohimanga Ilafy Antananarivo Madagascar,,Somacou,+261 34 07 424 97,4.2,utility,Clothes and fabric manufacturer,somacou.com
2148,,,,,,,,,,,,,,
2149,,,,,,,I B 336 Andoharanofotsy Tananarive 102 Madagascar,,Tag's Studio sarl,+261 32 86 132 09,,utility,Movie studio,tags-studio-sarl.business.site
2150,,,,,,,,,,,,,,
2151,,,,,,,Madagascar,,J.R. Metaux MG Sarlu,+261 33 11 914 37,5.0,utility,Stainless steel plant,jrmetaux.com
2152,,,,,,,,,,,,,,
2153,,,,,,,Ivandry Trade Tower Antananarivo 101 Madagascar,,Homeopharma Ivandry,+261 34 90 464 64,,utility,Pharmaceutical company,business.site
2154,,,,,,,,,,,,,,
2155,,,,,,,Antananarivo Madagascar,,France Pub,+261 20 22 474 74,,utility,PVC industry,france-pub.mg
2156,,,,,,,,,,,,,,
2157,,,,,,,Antananarivo Madagascar,,GAMA TEXTILE MADAGASCAR SARL,,3.3,utility,Manufacturer,
2158,,,,,,,,,,,,,,
2159,,,,,,,Stadium De Barikadimy Toamasina Madagascar,,SOMALAVAL,+261 32 11 111 05,5.0,utility,Paint manufacturer,somalaval.com
2160,,,,,,,,,,,,,,
2161,,,,,,,Rue Ravoninahitriniarivo Ankorondrano Zone Industrielle Nord Antananarivo 101 Madagascar,,Savonnerie Tropicale,+261 20 22 253 24,,utility,Cosmetics industry,savonnerie-tropicale.mg
2162,,,,,,,,,,,,,,
2163,,,,,,,Andravoahangy Madagascar,,WOOD GASY,+261 34 14 208 88,,utility,Furniture manufacturer,wood-gasy.business.site
2164,,,,,,,,,,,,,,
2165,,,,,,,3 Antananarivo Madagascar,,FDC Analamahitsy,+261 20 23 245 18,,utility,Aluminum supplier,
2166,,,,,,,,,,,,,,
2167,,,,,,,Antananarivo Madagascar,,St̩ COMETAL Sarl,+261 20 22 477 39,5.0,utility,Aluminum supplier,
2168,,,,,,,,,,,,,,
2169,,,,,,,Rn7 Carrefour Route De Mahajanga Antananarivo Madagascar,,Shoprite Tana Airport,+261 20 22 485 49,3.7,utility,Supermarket,shoprite.co.za
2170,,,,,,,,,,,,,,
2171,,,,,,,Rue Tsiadana Antananarivo Madagascar,,Shoprite Panorama,+261 20 22 326 43,3.3,utility,Supermarket,shoprite.co.za
2172,,,,,,,,,,,,,,
2173,,,,,,,Fokontany 23/41-42 Ampasimazava Madagascar,,Shoprite Tamatave 2,+261 20 53 316 88,4.7,utility,Supermarket,shoprite.co.za
2174,,,,,,,,,,,,,,
2175,,,,,,,Antananarivo Madagascar,,Grove Industry,+261 20 22 578 88,,utility,Textiles,groveind.com
2176,,,,,,,,,,,,,,
2177,,,,,,,Lot III G 26 Ouest Antananarivo Madagascar,,COGELEC Madagascar,+261 20 22 273 89,,electricity,Electric utility company,
2178,,,,,,,,,,,,,,
2179,,,,,,,Antananarivo Madagascar,,INERGY Solutions,+261 34 22 447 27,5.0,electricity,Electric utility company,
2180,,,,,,,,,,,,,,
2181,,,,,,,Ambositra Madagascar,,JIRAMA,,,electricity,Electric utility company,
2182,,,,,,,,,,,,,,
2183,,,,,,,Lot PRES 0 04 ANKAZOBE By pass Antananarivo 101 Madagascar,,elec&tic,+261 34 11 455 15,,electricity,Electric utility company,
2184,,,,,,,,,,,,,,
2185,,,,,,,Antananarivo Madagascar,,JIRAMA Mandroseza,+261 20 22 660 31,2.0,electricity,Electric utility company,jirama.mg
2186,,,,,,,,,,,,,,
2187,,,,,,,101e SODIAT Agence �� Ivato Lalana Dok. Joseph Raseta Antananarivo Madagascar,,MadaWatt,+261 32 12 600 00,3.0,electricity,Solar energy company,madawatt.com
2188,,,,,,,,,,,,,,
2189,,,,,,,VG 26 Ter Antsahabe Antananarivo 101 Madagascar,,GREEN ECO ENERGY,,,electricity,Solar energy company,
2190,,,,,,,,,,,,,,
2191,,,,,,,Lot IVL240E Lalana Jean Paul II Morarano Antananarivo 101 Madagascar,,Master Trade S.A.,+261 20 23 333 30,4.0,electricity,Electrical supply store,mastertrade.business.site
2192,,,,,,,,,,,,,,
2193,,,,,,,Antananarivo Madagascar,,Rasseta Energie Solaire,+261 33 31 707 77,,electricity,Solar energy company,
2194,,,,,,,,,,,,,,
2195,,,,,,,Antananarivo Madagascar,,ENERGIE TECHNOLOGIE,+261 20 22 362 62,,electricity,Solar energy company,ener-technologie.com
2196,,,,,,,,,,,,,,
2197,,,,,,,Antananarivo Madagascar,,Green Shop,+261 34 43 480 70,5.0,electricity,Solar energy company,greengywatt.com
2198,,,,,,,,,,,,,,
2199,,,,,,,LOT II O 126 - Anjanahary - Antananarivo 101 Antananarivo 101 Madagascar,,Vohitra Environment - Facility,+261 34 27 083 92,,electricity,Waste management service,vohitra.mg
2200,,,,,,,,,,,,,,
2201,,,,,,,Antananarivo Madagascar,,Gasy Madio,+261 34 61 171 16,,electricity,Garbage collection service,gasy-madio.business.site
2202,,,,,,,,,,,,,,
2203,,,,,,,Anosizato Antananarivo 101 Madagascar,,TK Distrib,,,electricity,Hardware store,tk-distrib.business.site
2204,,,,,,,,,,,,,,
2205,,,,,,,Lot II O 126 Anjanahary Antananarivo 101 Madagascar,,Vohitra Environnement S.A,+261 34 27 083 92,,electricity,Waste management service,vohitra.mg
2206,,,,,,,,,,,,,,
2207,,,,,,,"19� 22' 58.27 S 47� 25' 38.62"" E Ambatolampy Madagascar""""9� 22' 58.27"" S 47� 25' 38.62"" E Ambatolam""""� 22' 58.27"" S 47� 25' 38.62"""""" 22' 58.27"" S 47�""""22' 58""",,Station-service Total Mimosa,+261 20 22 390 40,,electricity,Gas station,total.mg
2208,,,,,,,,,,,,,,
2209,,,,,,,ivandry business center Antananarivo Madagascar,,Sumitomo corporation,+261 20 22 494 05,,electricity,Industrial design company,sumitomocorp.com
2210,,,,,,,,,,,,,,
2211,,,,,,,Explorer Business Park Batiment A1 Ankorondrano Antananarivo 101 Madagascar,,Teleperformance Madagascar,+261 20 22 236 66,4.5,electricity,Call center,mg.www.teleperformance.com
2212,,,,,,,,,,,,,,
2213,,,,,,,Mahitsy Madagascar,,station FOFIFA Andranovaky,,,sewage,Sewage treatment plant,
2214,,,,,,,,,,,,,,
2215,,,,,,,Manjakandriana Madagascar,,Captage ressource SP1,,,sewage,Sewage treatment plant,
2216,,,,,,,,,,,,,,
2217,,,,,,,Lot III P 29 G Bis Marohoho Tsimbazaza Antananarivo Madagascar,,Loowatt SARL,+261 20 22 230 41,4.0,sewage,Waste management service,loowatt.com
2218,,,,,,,,,,,,,,
2219,,,,,,,Antananarivo 102 Madagascar,,Bureau Commune Ambohidrapeto,,4.4,sewage,City Hall,
2220,,,,,,,,,,,,,,
2221,,,,,,,Route du Pape Antananarivo Madagascar,,Build,+261 20 23 616 15,,building materials,Hardware store,facebook.com
2222,,,,,,,,,,,,,,
2223,,,,,,,Antananarivo Madagascar,,Quincaillerie Ny Antsika,+261 20 22 258 85,,building materials,Building materials store,
2224,,,,,,,,,,,,,,
2225,,,,,,,Antananarivo Madagascar,,Manorina,+261 20 24 264 23,,building materials,Building materials store,
2226,,,,,,,,,,,,,,
2227,,,,,,,Module 19 - ZI Forello Antananarivo Madagascar,,CG BAT Redland,+261 20 22 466 92,,building materials,Building materials store,tuiles-redland.com
2228,,,,,,,,,,,,,,
2229,,,,,,,LOT IVR 100 Antanimena Antananarivo 101 Madagascar,,MAD'STEEL,+261 34 11 623 11,,building materials,Building materials store,madalinks.net
2230,,,,,,,,,,,,,,
2231,,,,,,,Antananarivo Madagascar,,M̩taplasco,+261 32 43 213 78,,building materials,Building materials supplier,metaplasco.com
2232,,,,,,,,,,,,,,
2233,,,,,,,Antananarivo Madagascar,,Ketrikia,+261 34 03 004 73,,building materials,Hardware store,
2234,,,,,,,,,,,,,,
2235,,,,,,,Antananarivo Madagascar,,Etablissement La Joie,,,building materials,Hardware store,
2236,,,,,,,,,,,,,,
2237,,,,,,,Antananarivo Madagascar,,Quincaillerie Fihavana,+261 32 50 845 66,5.0,building materials,Hardware store,tolotra-malagasy.com
2238,,,,,,,,,,,,,,
2239,,,,,,,Makboul Ambodifotatra 515 Madagascar,,MAK ENGINES,,,building materials,Hardware store,
2240,,,,,,,,,,,,,,
2241,,,,,,,Moramanga Madagascar,,Quincaillerie Antsa,,,building materials,Hardware store,
2242,,,,,,,,,,,,,,
2243,,,,,,,Toamasina Madagascar,,Quincaillerie MOMO,+261 34 05 178 28,5.0,building materials,Hardware store,
2244,,,,,,,,,,,,,,
2245,,,,,,,QVY 55 ter Ambatomirahavavy Madagascar,,Quincaillerie ISANJATO,+261 34 17 817 51,,building materials,Hardware store,
2246,,,,,,,,,,,,,,
2247,,,,,,,Andravoahangy Market Antananarivo Madagascar,,Quincaillerie Raitra,,,building materials,Hardware store,
2248,,,,,,,,,,,,,,
2249,,,,,,,Immeuble trade tower alarobia Antananarivo 101 Madagascar,,Proma,,4.0,building materials,Roofing supply store,
2250,,,,,,,,,,,,,,
2251,,,,,,,Lot IH5 Isotry Tananarive 101 Madagascar,,Magasin M.F.,+261 34 29 327 52,4.7,building materials,Hardware store,
2252,,,,,,,,,,,,,,
2253,,,,,,,enceinte horizon itaosy Ivato Madagascar,,Aurlac magasin d'usine,,2.5,building materials,Paint store,aurlac.com
2254,,,,,,,,,,,,,,
2255,,,,,,,Antananarivo Madagascar,,BEAUTE PRESTIGE,+261 34 53 108 74,,building materials,Glass shop,facebook.com
2256,,,,,,,,,,,,,,
2257,,,,,,,Lot IIB 42F Amboditsiry Antananarivo 101 Madagascar,,HOUSE AND WORKS,+261 34 11 107 89,,building materials,Plywood supplier,house-and-works.business.site
2258,,,,,,,,,,,,,,
2259,,,,,,,Mahavelona Madagascar,,Quincaillerie Foulpointe,,,building materials,Hardware store,
2260,,,,,,,,,,,,,,
2261,,,,,,,Ste_marie Ambodifotatra 515 Madagascar,,Nour.pi̬ce ste marie,+261 34 37 888 72,,building materials,Hardware store,
2262,,,,,,,,,,,,,,
2263,,,,,,,88E Ankadifotsy Befelatana Antananarivo 101 Madagascar,,Caro Confort,+261 34 43 302 22,5.0,building materials,Tile store,
2264,,,,,,,,,,,,,,
2265,,,,,,,Rue Ravoninahitriniarivo Antananarivo Madagascar,,F. Bonnet & Ses Fils,,4.0,building materials,Hardware store,bonnet-fils.com
2266,,,,,,,,,,,,,,
2267,,,,,,,Rte du Pape Antananarivo Madagascar,,Sanifer,+261 20 22 530 81,4.1,building materials,Home improvement store,sanifer.mg
2268,,,,,,,,,,,,,,
2269,,,,,,,Antananarivo Madagascar,,St̩ COMETAL Sarl,+261 20 22 477 39,5.0,building materials,Aluminum supplier,
2270,,,,,,,,,,,,,,
2271,,,,,,,Lot VO 30 A Ter A Manakambahiny Marohoho Tsimbazaza Antananarivo 101 Madagascar,,Mirary Shop Manakambahiny,+261 34 69 363 54,,building materials,Produce market,business.site
2272,,,,,,,,,,,,,,
2273,,,,,,,Toamasina Madagascar,,SIMPLICE,+261 34 50 043 03,,building materials,Home goods store,facebook.com
2274,,,,,,,,,,,,,,
2275,,,,,,,Antananarivo Madagascar,,Tsara Bika,+261 33 01 004 98,,building materials,Boutique,tsarabika.com
2276,,,,,,,,,,,,,,
2277,,,,,,,111 rue de Li̬ge Tsaralalana Antananarivo 101 Madagascar,,SYGMA Distribution,+261 32 07 626 70,,building materials,Construction material wholesaler,facebook.com
2278,,,,,,,,,,,,,,
2279,,,,,,,Antananarivo 101 Antananarivo Madagascar,,Ivandry Business Center,+261 20 22 429 53,4.0,building materials,Engineering consultant,assistgroup.org
2280,,,,,,,,,,,,,,
2281,,,,,,,Rue Razafindralombo Pierre Antananarivo Madagascar,,Quincaillerie,,,hardware,Hardware store,
2282,,,,,,,,,,,,,,
2283,,,,,,,Mananjary Madagascar,,Quincaillerie Nonisoa,+261 34 18 999 53,,hardware,Hardware store,
2284,,,,,,,,,,,,,,
2285,,,,,,,Antananarivo Madagascar,,Quincaillerie Iorenantsoa,,,hardware,Hardware store,
2286,,,,,,,,,,,,,,
2287,,,,,,,Antananarivo Madagascar,,Ketrikia,+261 34 03 004 73,,hardware,Hardware store,
2288,,,,,,,,,,,,,,
2289,,,,,,,Antananarivo Madagascar,,Quincaillerie Raketamanga & Ramarolahy,+261 33 19 557 01,,hardware,Hardware store,
2290,,,,,,,,,,,,,,
2291,,,,,,,Antananarivo Madagascar,,FITAHIANA QUICAILLERIE,+261 33 47 113 62,3.0,hardware,Hardware store,
2292,,,,,,,,,,,,,,
2293,,,,,,,11/47 Mangarano II Madagascar,,Quincaillerie MAHERY,,,hardware,Hardware store,
2294,,,,,,,,,,,,,,
2295,,,,,,,Itaosy cit̩ 102 Madagascar,,Tao Trano Malagasy,+261 33 12 193 61,,hardware,Hardware store,
2296,,,,,,,,,,,,,,
2297,,,,,,,Route du Pape Antananarivo Madagascar,,Build,+261 20 23 616 15,,hardware,Hardware store,facebook.com
2298,,,,,,,,,,,,,,
2299,,,,,,,MANGARIVOTRA Tomasina 501 Madagascar,,QUINCAILLERIE TSIMISARAKA,+261 34 55 011 80,,hardware,Hardware store,
2300,,,,,,,,,,,,,,
2301,,,,,,,Lot IH5 Isotry Tananarive 101 Madagascar,,Magasin M.F.,+261 34 29 327 52,4.7,hardware,Hardware store,
2302,,,,,,,,,,,,,,
2303,,,,,,,RN2 Antananarivo Madagascar,,Bricodis Andravoahangy,+261 34 23 123 02,,hardware,Hardware store,bricodis.mg
2304,,,,,,,,,,,,,,
2305,,,,,,,Arr̻t de bus 7 Antananarivo Madagascar,,Quincaillerie Tsanta,,,hardware,Hardware store,
2306,,,,,,,,,,,,,,
2307,,,,,,,Lot IG161 Bis Ambalavao Antananarivo Madagascar,,Quincaillerie VONY,+261 34 28 245 02,,hardware,Hardware store,
2308,,,,,,,,,,,,,,
2309,,,,,,,Lalana Patrice Lumumba Antananarivo Madagascar,,BINASTORE MADAGASCAR,+261 20 22 294 51,,hardware,Hardware store,
2310,,,,,,,,,,,,,,
2311,,,,,,,Lot IIB 42F Amboditsiry Antananarivo 101 Madagascar,,HOUSE AND WORKS,+261 34 11 107 89,,hardware,Plywood supplier,house-and-works.business.site
2312,,,,,,,,,,,,,,
2313,,,,,,,Enceinte La City Ivandry Antananarivo 101 Madagascar,,ABC - Madagascar,+261 20 22 499 00,4.6,hardware,Home goods store,abc.mg
2314,,,,,,,,,,,,,,
2315,,,,,,,Boulevard Augagneur Tamatave Tamatave 501 Madagascar,,ABC - Tamatave,+261 20 53 311 28,5.0,hardware,Construction material wholesaler,abc.mg
2316,,,,,,,,,,,,,,
2317,,,,,,,42 Arabe Andrinampoinimerina Antananarivo 101 Madagascar,,F. Bonnet & Ses Fils,+261 20 22 203 26,4.7,hardware,Furniture store,bonnet-fils.com
2318,,,,,,,,,,,,,,
2319,,,,,,,Toamasina Madagascar,,TAMA-ELEC Tamatave,+261 34 02 335 06,,hardware,Electrical supply store,bit.ly
2320,,,,,,,,,,,,,,
2321,,,,,,,Antananarivo Madagascar,,ERICSSON Madagascar,,5.0,hardware,Software company,ericsson.com
2322,,,,,,,,,,,,,,
2323,,,,,,,Andravoahangy Madagascar,,WOOD GASY,+261 34 14 208 88,,wood,Furniture manufacturer,wood-gasy.business.site
2324,,,,,,,,,,,,,,
2325,,,,,,,101 Antananarivo Madagascar,,Wood by G,,,wood,Upholstery shop,wood-by-g.business.site
2326,,,,,,,,,,,,,,
2327,,,,,,,Antananarivo Madagascar,,Wood Studio Mada,+261 33 50 403 23,,wood,Corporate office,
2328,,,,,,,,,,,,,,
2329,,,,,,,Antananarivo Madagascar,,Menuiserie Tambatra,,,wood,Wood floor refinishing service,
2330,,,,,,,,,,,,,,
2331,,,,,,,Antananarivo Madagascar,,Menuiserie de Manjakaray (Parkex rvn),+261 33 14 934 10,,wood,Wood and laminate flooring supplier,facebook.com
2332,,,,,,,,,,,,,,
2333,,,,,,,Madagascar,,Alan Ambatolana,,,wood,Woods,
2334,,,,,,,,,,,,,,
2335,,,,,,,Madagascar,,Alan Antanetivy,,,wood,Woods,
2336,,,,,,,,,,,,,,
2337,,,,,,,B2AB Ambohitrarahaba Ilafy 101 Madagascar,,FIVAROTAN-KAZO,+261 33 11 044 76,,wood,Saw mill,
2338,,,,,,,,,,,,,,
2339,,,,,,,Module 19 - ZI Forello Antananarivo Madagascar,,CG BAT Redland,+261 20 22 466 92,,wood,Building materials store,tuiles-redland.com
2340,,,,,,,,,,,,,,
2341,,,,,,,Rue Docteur Joseph Raseta Antananarivo Madagascar,,Batimax,,3.9,wood,Building materials store,batimax-mada.com
2342,,,,,,,,,,,,,,
2343,,,,,,,RN2 Antananarivo Madagascar,,Bricodis Andravoahangy,+261 34 23 123 02,,wood,Hardware store,bricodis.mg
2344,,,,,,,,,,,,,,
2345,,,,,,,Behenjy Madagascar,,Tsena Mampray behenjy,+261 34 84 827 77,,wood,Hardware store,
2346,,,,,,,,,,,,,,
2347,,,,,,,Mahatony Terminus 165 Tana 101 Madagascar,,Quincaillerie Vonjy,+261 34 97 689 85,,wood,Hardware store,business.site
2348,,,,,,,,,,,,,,
2349,,,,,,,Ankorondrano Antananarivo Madagascar,,Mr Bricolage,+261 20 22 369 07,4.5,wood,Hardware store,bricolage-madagascar.com
2350,,,,,,,,,,,,,,
2351,,,,,,,Lot IG161 Bis Ambalavao Antananarivo Madagascar,,Quincaillerie VONY,+261 34 28 245 02,,wood,Hardware store,
2352,,,,,,,,,,,,,,
2353,,,,,,,Ambohimanambola Madagascar,,MALOCI Ambohimanambola,+261 20 26 283 31,,wood,Cement manufacturer,industryabout.com
2354,,,,,,,,,,,,,,
2355,,,,,,,LOT ITF 83 BIS AMBANIALA Antananarivo Madagascar,,ENTREPRISE FENOSOA,+261 34 46 426 99,,wood,Builder,
2356,,,,,,,,,,,,,,
2357,,,,,,,Explorer Business Park Antananarivo Madagascar,,Vision Madagascar (ViMa),+261 20 22 338 31,3.0,wood,Property management company,visionmadagascar.com
2358,,,,,,,,,,,,,,
2359,,,,,,,Rue Tsiadana Antananarivo Madagascar,,Shoprite Panorama,+261 20 22 326 43,3.3,wood,Supermarket,shoprite.co.za
2360,,,,,,,,,,,,,,
2361,,,,,,,ZI Forello Enceinte Somalco 102 Madagascar,,MCI - Madagascar Chimie Industries,+261 20 22 571 10,,wood,Chemical plant,mci.mg
2362,,,,,,,,,,,,,,
2363,,,,,,,Rue Massignon Antananarivo Madagascar,,Dream'in,+261 20 22 265 71,2.6,roofs,Roofing contractor,dreamin.tv
2364,,,,,,,,,,,,,,
2365,,,,,,,Antananarivo Madagascar,,Top T̫le,+261 33 11 250 00,,roofs,Roofing supply store,super-tole.sitew.com
2366,,,,,,,,,,,,,,
2367,,,,,,,Immeuble trade tower alarobia Antananarivo 101 Madagascar,,Proma,,4.0,roofs,Roofing supply store,
2368,,,,,,,,,,,,,,
2369,,,,,,,Antananarivo Madagascar,,Primus,+261 20 22 483 96,,roofs,Telecommunications contractor,primus-int.com
2370,,,,,,,,,,,,,,
2371,,,,,,,Module 19 - ZI Forello Antananarivo Madagascar,,CG BAT Redland,+261 20 22 466 92,,roofs,Building materials store,tuiles-redland.com
2372,,,,,,,,,,,,,,
2373,,,,,,,Rue Amiral Billard Toamasina Madagascar,,Solar Tech Madagascar,+261 34 13 299 30,4.0,solar panel,Solar energy equipment supplier,m.facebook.com
2374,,,,,,,,,,,,,,
2375,,,,,,,ANALAKELY Madagascar,,Greenline Technologies,+261 34 24 800 52,,solar panel,Solar energy equipment supplier,greenline-madagascar.com
2376,,,,,,,,,,,,,,
2377,,,,,,,2 Lalana Ingereza Antananarivo Madagascar,,MAJINCO,,,solar panel,Solar energy equipment supplier,majinco.com
2378,,,,,,,,,,,,,,
2379,,,,,,,Antananarivo Madagascar,,Green Shop,+261 34 43 480 70,5.0,solar panel,Solar energy company,greengywatt.com
2380,,,,,,,,,,,,,,
2381,,,,,,,Antananarivo Madagascar,,Eco-Logik,+261 32 05 398 01,5.0,solar panel,Solar energy equipment supplier,wixsite.com
2382,,,,,,,,,,,,,,
2383,,,,,,,"20� 31' 18.86 S 47� 15' 00.87"" E Ambositra Madagascar""""0� 31' 18.86"" S 47� 15' 00.87"" E Ambosit""""� 31' 18.86"" S 47� 15' 00.8"""" 31' 18.86"" S 4""""31' """,,Station-service Total Tsy Tola,+261 20 22 390 40,5.0,solar panel,Gas station,total.mg
2384,,,,,,,,,,,,,,
2385,,,,,,,"19� 31' 33.66 S 47� 25' 51.87"" E Ambohimandraso Madagascar""""9� 31' 33.66"" S 47� 25' 51.87"" E Ambohimandra""""� 31' 33.66"" S 47� 25' 51.87"" E """" 31' 33.66"" S 47� 25""""31' 33.66""",,Station-service Total Sahondra,+261 20 22 390 40,5.0,solar panel,Gas station,total.mg
2386,,,,,,,,,,,,,,
2387,,,,,,,Boulevard Joffre Toamasina Madagascar,,SGS Madagascar Sarl,+261 20 53 010 13,,solar panel,Business to business service,sgs.com
2388,,,,,,,,,,,,,,
2389,,,,,,,Immeuble Ariane Enceinte Galaxy Andraharo Antananarivo 101 Madagascar,,SGS Madagascar Sarl,+261 20 23 564 10,5.0,solar panel,Business to business service,sgs.com
2390,,,,,,,,,,,,,,
2391,,,,,,,"19� 22' 58.27 S 47� 25' 38.62"" E Ambatolampy Madagascar""""9� 22' 58.27"" S 47� 25' 38.62"" E Ambatolam""""� 22' 58.27"" S 47� 25' 38.62"""""" 22' 58.27"" S 47�""""22' 58""",,Station-service Total Mimosa,+261 20 22 390 40,,solar panel,Gas station,total.mg
2392,,,,,,,,,,,,,,
2393,,,,,,,Rte du Pape Antananarivo Madagascar,,Sanifer,+261 20 22 530 81,4.1,water tank,Home improvement store,sanifer.mg
2394,,,,,,,,,,,,,,
2395,,,,,,,Rue Docteur Joseph Raseta Antananarivo Madagascar,,Batimax,,3.9,water tank,Building materials store,batimax-mada.com
2396,,,,,,,,,,,,,,
2397,,,,,,,Antananarivo Madagascar,,Lac Mandroseza,,,water tank,Lake,
2398,,,,,,,,,,,,,,
2399,,,,,,,Antananarivo Madagascar,,Lac Mandroseza,,4.0,water tank,Water,
2400,,,,,,,,,,,,,,
2401,,,,,,,Madagascar,,Betsiboka,,5.0,water tank,River,
2402,,,,,,,,,,,,,,
2403,,,,,,,Ankazobe Madagascar,,Quincaillerie LALAINA Ankazobe Bypass,+261 33 46 209 20,5.0,water tank,Hardware store,
2404,,,,,,,,,,,,,,
2405,,,,,,,Maibahoaka Ivato Lalana Dok. Joseph Raseta Talatamaty Madagascar,,Giordano ivato,,,water tank,Home goods store,
2406,,,,,,,,,,,,,,
2407,,,,,,,Lot IVI J Rond Point Andravoahangy Madagascar,,Quincaillerie Asmad - Kapci Coatings,,5.0,water tank,Paint store,kapci.com
2408,,,,,,,,,,,,,,
2409,,,,,,,3 Antananarivo Madagascar,,Tsara Bika,+261 33 01 004 98,5.0,water tank,Department store,tsarabika.com
2410,,,,,,,,,,,,,,
2411,,,,,,,Boulevard De La Fidelite Toamasina Madagascar,,TILAPIA DE L'EST,+261 20 53 310 82,,water tank,Shopping mall,tilapiadelest.com
2412,,,,,,,,,,,,,,
2413,,,,,,,Antananarivo Madagascar,,ARAFA Sarl,+261 33 25 668 13,,water tank,Machine shop,arafa-mad.com
2414,,,,,,,,,,,,,,
2415,,,,,,,5 Fenoarivo Madagascar,,CARE International,,,water tank,Non-governmental organization,
2416,,,,,,,,,,,,,,
2417,,,,,,,Lalana Dama-Ntsoha Razatintsalama Jean-Baptiste Antananarivo Madagascar,,FAO Madagascar,+261 20 22 288 31,5.0,water tank,Non-governmental organization,fao.org
2418,,,,,,,,,,,,,,
2419,,,,,,,Ambohinierenana Antananarivo Madagascar,,Saint Laurent,,,water tank,University,
2420,,,,,,,,,,,,,,
2421,,,,,,,"19� 22' 58.27 S 47� 25' 38.62"" E Ambatolampy Madagascar""""9� 22' 58.27"" S 47� 25' 38.62"" E Ambatolam""""� 22' 58.27"" S 47� 25' 38.62"""""" 22' 58.27"" S 47�""""22' 58""",,Station-service Total Mimosa,+261 20 22 390 40,,water tank,Gas station,total.mg
2422,,,,,,,,,,,,,,
2423,,,,,,,Boulevard D'andovoranto Toamasina Madagascar,,REFY SERVICES,+261 33 12 415 23,5.0,crane,Career guidance service,
2424,,,,,,,,,,,,,,
2425,,,,,,,Betainomby Airport Madagascar,,LOCAMAT - SOBATRA,,4.0,crane,Equipment rental agency,location-btp.com
2426,,,,,,,,,,,,,,
2427,,,,,,,Antananarivo Madagascar,,Aggreko Project,,4.0,crane,Industrial equipment supplier,aggreko.com
